"","key_index","analysis_type","analysis_var_1","analysis_var_value_1","group_var_1","group_var_value_1","nb_analysis_var","nb_group_var","X","stat","sector","indicator","analysis_level","label::English","label::Arabic"
"158","prop_select_one @/@ governorate ~/~ beirut @/@ pop_group ~/~ migrant","prop_select_one","governorate","beirut","pop_group","migrant",1,1,3803,15,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"159","prop_select_one @/@ governorate ~/~ bekaa @/@ pop_group ~/~ migrant","prop_select_one","governorate","bekaa","pop_group","migrant",1,1,3804,10,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"160","prop_select_one @/@ governorate ~/~ mnt_lbn @/@ pop_group ~/~ migrant","prop_select_one","governorate","mnt_lbn","pop_group","migrant",1,1,3805,16,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"161","prop_select_one @/@ governorate ~/~ nabatieh @/@ pop_group ~/~ migrant","prop_select_one","governorate","nabatieh","pop_group","migrant",1,1,3806,10,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"162","prop_select_one @/@ governorate ~/~ north @/@ pop_group ~/~ migrant","prop_select_one","governorate","north","pop_group","migrant",1,1,3807,16,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"163","prop_select_one @/@ governorate ~/~ south @/@ pop_group ~/~ migrant","prop_select_one","governorate","south","pop_group","migrant",1,1,3808,12,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"164","prop_select_one @/@ governorate ~/~ akkar @/@ pop_group ~/~ prl","prop_select_one","governorate","akkar","pop_group","prl",1,1,3809,14,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"165","prop_select_one @/@ governorate ~/~ baalbek_hermel @/@ pop_group ~/~ prl","prop_select_one","governorate","baalbek_hermel","pop_group","prl",1,1,3810,16,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"166","prop_select_one @/@ governorate ~/~ beirut @/@ pop_group ~/~ prl","prop_select_one","governorate","beirut","pop_group","prl",1,1,3811,32,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"167","prop_select_one @/@ governorate ~/~ mnt_lbn @/@ pop_group ~/~ prl","prop_select_one","governorate","mnt_lbn","pop_group","prl",1,1,3812,2,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"168","prop_select_one @/@ governorate ~/~ north @/@ pop_group ~/~ prl","prop_select_one","governorate","north","pop_group","prl",1,1,3813,16,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"169","prop_select_one @/@ governorate ~/~ south @/@ pop_group ~/~ prl","prop_select_one","governorate","south","pop_group","prl",1,1,3814,20,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
